,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37
0,up,0.48032864928245544,0.3206244707107544,-0.822756826877594,0.32634639739990234,0.3229963779449463,-0.261292964220047,0.546051025390625,0.4767181873321533,-0.7499703764915466,0.31024137139320374,0.4597403109073639,-0.043190568685531616,0.5633864998817444,0.6321755647659302,-0.6750706434249878,0.3046087622642517,0.578734815120697,-0.04864111542701721,0.6153383851051331,0.5087853670120239,-0.1744263470172882,0.48949626088142395,0.5000365972518921,0.17381401360034943,0.5481343269348145,0.693195104598999,-0.21552234888076782,0.3743235170841217,0.6903817653656006,0.22532570362091064,0.6008907556533813,0.8750534057617188,-0.05206499621272087,0.46303388476371765,0.8282434940338135,0.4910763204097748
1,up,0.6067673563957214,0.29679104685783386,-0.8172353506088257,0.391749769449234,0.3138461410999298,-0.10099875926971436,0.6215160489082336,0.44939079880714417,-0.7863713502883911,0.3630599081516266,0.4443100094795227,0.18725906312465668,0.5943762063980103,0.5880489349365234,-0.7524136304855347,0.33915483951568604,0.5532267093658447,0.09603884816169739,0.5733062624931335,0.5415958166122437,-0.19283972680568695,0.4447791874408722,0.5427753329277039,0.19212760031223297,0.5868411064147949,0.7211931943893433,-0.07091232389211655,0.45134735107421875,0.709122359752655,0.5225998163223267,0.6233839988708496,0.88228440284729,0.22559335827827454,0.49091970920562744,0.8406450152397156,1.0200417041778564
2,up,0.6447073817253113,0.30595192313194275,-0.8506503105163574,0.4068145751953125,0.3142186999320984,-0.12062517553567886,0.633217453956604,0.45653024315834045,-0.8731223344802856,0.3655588924884796,0.44268569350242615,0.14076730608940125,0.5919384360313416,0.5924075245857239,-0.8672841787338257,0.3345414400100708,0.5544360280036926,0.01808248460292816,0.5517547726631165,0.5559282302856445,-0.21414348483085632,0.4225267171859741,0.5495496392250061,0.21373631060123444,0.5869086980819702,0.7294951677322388,-0.11451075971126556,0.442577600479126,0.7135754823684692,0.5361014604568481,0.6170704960823059,0.8833135962486267,0.19879038631916046,0.4876284897327423,0.8428404927253723,1.0548391342163086
3,up,0.6294635534286499,0.3073909878730774,-0.847978413105011,0.4071314334869385,0.31431928277015686,-0.16315634548664093,0.6199387311935425,0.4586314857006073,-0.8630343079566956,0.35836732387542725,0.4409500062465668,0.08536843210458755,0.5616376996040344,0.5977602005004883,-0.8624531030654907,0.3170742690563202,0.5546614527702332,-0.014478817582130432,0.5232035517692566,0.5582727789878845,-0.2132910043001175,0.403634637594223,0.5491276383399963,0.21287411451339722,0.5498956441879272,0.7267823815345764,-0.16339895129203796,0.41732460260391235,0.7146055698394775,0.520699143409729,0.5834058523178101,0.8819943070411682,0.04374141991138458,0.452636182308197,0.8427020311355591,0.9431873559951782
4,up,0.624454915523529,0.3049303889274597,-0.8994265794754028,0.4031580686569214,0.31070712208747864,-0.2238851934671402,0.6075046062469482,0.4567042887210846,-0.912265956401825,0.3521691858768463,0.4393642544746399,0.020896414294838905,0.5505645275115967,0.5983037352561951,-0.9240341782569885,0.3055756390094757,0.5535220503807068,-0.0910097286105156,0.516933798789978,0.5527415871620178,-0.2106604278087616,0.3969089686870575,0.5428928136825562,0.21021777391433716,0.5365036725997925,0.7261998653411865,-0.2062658965587616,0.4014655351638794,0.7108631134033203,0.5092397928237915,0.5706067681312561,0.882334291934967,-0.000595304009038955,0.4492839276790619,0.8421870470046997,0.9875727891921997
5,up,0.5324820280075073,0.24840766191482544,-0.6419248580932617,0.4450809061527252,0.26036834716796875,-0.010654764249920845,0.5860744714736938,0.41774114966392517,-0.6188896894454956,0.43387195467948914,0.3933415412902832,0.14927667379379272,0.5574600100517273,0.5607607364654541,-0.48960059881210327,0.4294986128807068,0.5116015076637268,0.11891067773103714,0.7708969712257385,0.4339197278022766,-0.17865385115146637,0.6592162251472473,0.4350093901157379,0.17851290106773376,0.6541131138801575,0.605055570602417,-0.18604736030101776,0.5243800282478333,0.5746098160743713,0.28968220949172974,0.6890063881874084,0.7701414227485657,0.10630407184362411,0.5851265788078308,0.7372068762779236,0.5544518232345581
6,up,0.6443433165550232,0.20510326325893402,-0.8356997966766357,0.5033329725265503,0.20696333050727844,-0.10635161399841309,0.6579544544219971,0.37093034386634827,-0.7626645565032959,0.48161327838897705,0.3477937579154968,0.17734739184379578,0.6326845288276672,0.5228527188301086,-0.6811105608940125,0.4566074013710022,0.46242594718933105,0.12096619606018066,0.7074921727180481,0.43517202138900757,-0.21391147375106812,0.6071979999542236,0.42463040351867676,0.21354752779006958,0.6225972175598145,0.6343528628349304,-0.039115630090236664,0.5050261616706848,0.6058340072631836,0.475139856338501,0.67289137840271,0.7929249405860901,0.2620280385017395,0.610511839389801,0.7360787987709045,0.8706721067428589
7,up,0.7392281293869019,0.20879770815372467,-0.8404396176338196,0.5656225681304932,0.20836509764194489,-0.11033770442008972,0.6861541867256165,0.36536359786987305,-0.8041800856590271,0.5424246788024902,0.343227744102478,0.15666966140270233,0.640167772769928,0.5164154767990112,-0.727677047252655,0.4935448169708252,0.445909708738327,0.09080396592617035,0.652849018573761,0.4601510465145111,-0.20987163484096527,0.5597169995307922,0.4470676779747009,0.20930257439613342,0.6521039009094238,0.6505732536315918,-0.016933243721723557,0.5643196702003479,0.6099215149879456,0.5062405467033386,0.6839808821678162,0.8026556968688965,0.3049573600292206,0.6118017435073853,0.7524016499519348,0.9487775564193726
8,up,0.761379063129425,0.21570512652397156,-0.8802313208580017,0.5901545286178589,0.2100950926542282,-0.14008869230747223,0.6999949216842651,0.3727397918701172,-0.8765583634376526,0.5568140745162964,0.34162190556526184,0.11871443688869476,0.6391486525535583,0.5187240242958069,-0.8525488972663879,0.5028951168060303,0.4457554817199707,0.03440224006772041,0.6523047089576721,0.475458025932312,-0.22523583471775055,0.5598578453063965,0.4594290554523468,0.2248513102531433,0.6422378420829773,0.6541098952293396,0.04792306572198868,0.5757260322570801,0.6157697439193726,0.6462780237197876,0.6912634968757629,0.8041719794273376,0.4013660252094269,0.6083827018737793,0.7557348608970642,1.209938406944275
9,up,0.6511874794960022,0.3982592821121216,-0.6896472573280334,0.293041855096817,0.4018799662590027,-0.5439754724502563,0.7105419635772705,0.5600425601005554,-0.743556022644043,0.29307639598846436,0.538627564907074,-0.4967752695083618,0.7347976565361023,0.700005054473877,-0.8601405620574951,0.3044773042201996,0.6752719283103943,-0.5942585468292236,0.6484872698783875,0.50191730260849,-0.04927839711308479,0.45460423827171326,0.5056779384613037,0.048305194824934006,0.6729938983917236,0.6510258316993713,-0.47192680835723877,0.384161114692688,0.6544382572174072,-0.3225380778312683,0.6704873442649841,0.828309953212738,-0.16698329150676727,0.4312897026538849,0.8136237263679504,-0.046806760132312775
